index,category,prompt,expected_response,exp006_response,exp010_response,exp006_repetitive,exp010_repetitive,exp006_response_length,exp010_response_length,exp010_likely_relevant
257,encouragement,You know a teammate learning a new role is working hard this week. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,a lot of the students are not to be able to get a more effective way to learn with the students to learn with the students to learn and,I am glad you are going to see you.,True,False,135,35,False
258,encouragement,Remind a teammate learning a new role of their progress before the big day.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The students are not to be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see you.,True,False,115,35,False
259,encouragement,You know a teammate learning a new role is working hard after a setback. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,a lot of the students to learn with the students and the students to learn the students to learn and learn to learn with the students and to,I am sorry to meet you.,True,False,140,23,False
260,encouragement,Remind a teammate learning a new role of their progress while building confidence.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The Climate of the Climate and the Climate of the Climate of the Climate and the Climate of the Climate of the Culture,I am sorry to meet you to meet you.,True,True,118,35,False
261,encouragement,You know a teammate learning a new role is working hard during a long process. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,http://www.org/wwww.org/wwww.org/wwwww.org/wwwwww.org/wwww.org/wwww.html.org,I am glad you are going to see it.,True,False,76,34,False
262,encouragement,Remind a teammate learning a new role of their progress as the deadline approaches.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The students are the most important and the students to learn the students to learn the students to learn the students to learn the students to learn and,I am sorry to meet you to meet you.,True,True,153,35,False
263,encouragement,You know someone applying for a job is working hard this week. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time is a good way to get a good way to get a good way to get a good way to get a good way to the right ,I am sorry to do so far.,True,False,114,24,False
264,encouragement,Remind someone applying for a job of their progress before the big day.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",€I have to be a good way to do that I have to be a good way to do that I have to do that I have to do ,I am sorry to meet you.,True,False,102,23,False
265,encouragement,You know someone applying for a job is working hard after a setback. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,€ (I am sure that you can be able to get a good way to get a good way to get a good way to get a good and ,I am glad that is a good way to meet you.,True,False,106,41,False
266,encouragement,Remind someone applying for a job of their progress while building confidence.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time is a good way to be able to be a good way to be able to be able to be able to be able to be able ,I am glad you have been happy to make it.,True,False,112,41,False
267,encouragement,You know someone applying for a job is working hard during a long process. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time is a good way to be able to get a good way to get a good way to get a good way to the right to the ,I am sorry to meet you.,True,False,114,23,False
268,encouragement,Remind someone applying for a job of their progress as the deadline approaches.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The child is a good way to be able to be able to be able to be able to be able to be able to be a good or more ,I am sorry to meet you to see you.,True,False,111,34,False
269,encouragement,You know a neighbor starting a project is working hard this week. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time you can be able to get a good way to get a good way to get a good way to get a good way to get a ,I am glad you have been able to make it easier.,True,False,112,47,False
270,encouragement,Remind a neighbor starting a project of their progress before the big day.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time is the first time to be the first time of the first time to be the first time of the Moon to the Moon and the Moon ,I am glad you are going to see you.,True,False,130,35,False
271,encouragement,You know a neighbor starting a project is working hard after a setback. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,a person is a good way to get a good way to get a good way to get a good way to get a good way to the right to ,I am glad you are going to see you.,True,False,111,35,False
272,encouragement,Remind a neighbor starting a project of their progress while building confidence.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time is the first time to be the first time to be the first time to be the first time of the first time. The first time is,I am glad you are going to see you to see you.,True,True,132,46,False
273,encouragement,You know a neighbor starting a project is working hard during a long process. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,a person who can be able to get a good way to get a good way to get a good way to get a good way to get a good ,I am glad that is a good way to meet you.,True,False,111,41,False
274,encouragement,Remind a neighbor starting a project of their progress as the deadline approaches.,"I would offer confidence, patience, and a reminder that setbacks are not the whole story.",The first time is the first time to be the first time to be the same time to the same time to the same time is the same time to ,I am sorry to meet you.,True,False,128,23,False
275,encouragement,You know a relative facing a challenge is working hard this week. Give them encouragement.,I would recognize the work already done and help them focus on the next manageable step.,The first time you can be able to be able to get a good amount of your child or the child is a good way to get a good child.,I am glad you have been able to make it easier.,True,False,124,47,False
276,agreement,A friend suggests that the plan sounds sensible for the group. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The following of the age of the age of the age of the age of the age of the age of the age of the age of the age of ,I am sorry to meet you.,True,False,116,23,False
277,agreement,Someone makes the point that the plan sounds sensible after a long day. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to get a bit of your child or a child or a child or a child or a child or a child or ,I am glad you have been able to see you.,True,False,116,40,False
278,agreement,A friend suggests that the plan sounds sensible for this month. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is the first time to be the same time to the same time that the person is not the same to the same time to the same ,I am sorry to meet you.,True,False,131,23,False
279,agreement,Someone makes the point that the plan sounds sensible when you have time. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to see you.,True,False,114,40,False
280,agreement,A friend suggests that the plan sounds sensible in this situation. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The following of the age of the age of the age of the age of the age of the age of the age of the age of the age of ,I am sorry to meet you.,True,False,116,23,False
281,agreement,Someone makes the point that the plan sounds sensible before making a decision. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time is the first to be the first time to the same time to the same time you will be able to be able to be able to ,I am glad you have been able to see you.,True,False,125,40,False
282,agreement,A friend suggests that a quiet evening would help for the group. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is a good deal to be able to be a good deal to be a good deal of the person to be a good or a good ,I am glad you have been able to make it easier.,True,False,114,47,False
283,agreement,Someone makes the point that a quiet evening would help after a long day. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to see you.,True,False,114,40,False
284,agreement,A friend suggests that a quiet evening would help for this month. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,€,I am glad you have been able to make it easier.,False,False,1,47,False
285,agreement,Someone makes the point that a quiet evening would help when you have time. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you have been able to make it easier.,True,False,114,47,False
286,agreement,A friend suggests that a quiet evening would help in this situation. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,€,I am sorry to meet you.,False,False,1,23,False
287,agreement,Someone makes the point that a quiet evening would help before making a decision. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time is the first time to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see it.,True,False,116,34,False
288,agreement,A friend suggests that the new schedule is better for the group. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is the first to be the first to be the first time of the first time in the case of the world. The first time is the,I am sorry to meet you.,True,False,130,23,False
289,agreement,Someone makes the point that the new schedule is better after a long day. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to get a good way to get a good way to the right to the right to the right to ,I am sorry to meet you.,True,False,120,23,False
290,agreement,A friend suggests that the new schedule is better for this month. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is the first to be the first time of the first time in the world. The first time is the first time of the world is the,I am glad you have been able to see you.,True,False,133,40,False
291,agreement,Someone makes the point that the new schedule is better when you have time. Say you agree.,I would say that I see it the same way and connect it to the situation.,If you have a lot of your child or not have a child or a child or a child or a child or a child. You can also be able,I am sorry to meet you.,True,False,117,23,False
292,agreement,A friend suggests that the new schedule is better in this situation. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is the first to be the first time of the first time in the world. The first time is the first time of the world is the,I am sorry to meet you.,True,False,133,23,False
293,agreement,Someone makes the point that the new schedule is better before making a decision. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first step is the first time to the same time you can be able to be able to be able to be able to be able to be able ,I am sorry to meet you.,True,False,121,23,False
294,agreement,A friend suggests that that book is worth reading for the group. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is a good way to be able to be able to be able to be able to be able to be a good or more effective for ,I am sorry to meet you.,True,False,119,23,False
295,agreement,Someone makes the point that that book is worth reading after a long day. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to meet you.,True,False,114,36,False
296,agreement,A friend suggests that that book is worth reading for this month. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first time is a good way to be a good way to be a good way to be able to be able to be able to be able to ,I am sorry to meet you.,True,False,110,23,False
297,agreement,Someone makes the point that that book is worth reading when you have time. Say you agree.,I would say that I see it the same way and connect it to the situation.,The word is the first time to be the first time of the word of the word of the word is the word of the word of the word of ,I am sorry to me a little time.,True,False,123,31,False
298,agreement,A friend suggests that that book is worth reading in this situation. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The book is a very common way to be a good way to be able to be able to be able to be able to be able to be able ,I am sorry to meet you.,True,False,113,23,False
299,agreement,Someone makes the point that that book is worth reading before making a decision. Say you agree.,I would say that I see it the same way and connect it to the situation.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you.,True,False,114,23,False
300,agreement,A friend suggests that the earlier train is convenient for the group. Respond in agreement.,I would confirm the shared view and add a short reason for my agreement.,The first step is the first step of the first time in the world. The first time is the first time of the two two years of the two days,I am sorry to meet you.,True,False,134,23,False
301,disagreement,A friend believes the change is unnecessary for everyone. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The word is the same to the word of the word of the word is the same as the word of the word is the word of the word of ,I am sorry to meet you.,True,False,120,23,False
302,disagreement,Challenge the assumption that the change is unnecessary without more information while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The following of the other hand is the most common and the most common and the most common and the most common form of the body is the most common ,I am glad that is a good way to meet it.,True,False,147,40,False
303,disagreement,A friend believes the change is unnecessary at this point. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the only one of the most important of the most common and the most common and the most common in the world. The most common form,I am sorry to be happy to meet you.,True,False,146,35,False
304,disagreement,Challenge the assumption that the change is unnecessary given the circumstances while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to the same time to the other two or two or two or two or two or two or ,I am glad that is a good way to meet it.,True,False,123,40,False
305,disagreement,A friend believes the change is unnecessary for the whole week. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the first time of the first time to be the same time to be the same time to the same time ,I am glad you are going to be able to see you.,True,False,129,46,False
306,disagreement,Challenge the assumption that the change is unnecessary before checking the details while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to be the same time to the same time of the Earth is the same as the same as ,I am glad you are going to see it.,True,False,128,34,False
307,disagreement,A friend believes the plan will be easy for everyone. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first step is a good way to be able to be a good way to be able to be able to be a good or more effective or more ,I am glad that is a good way to meet you.,True,False,118,41,False
308,disagreement,Challenge the assumption that the plan will be easy without more information while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to be the first time to be the same time to the same time and the same time is ,I am sorry to be a good way to meet you.,True,False,130,40,False
309,disagreement,A friend believes the plan will be easy at this point. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the same to the same time to the person is the same to the person of the person and the other ,I am sorry to meet you.,True,False,133,23,False
310,disagreement,Challenge the assumption that the plan will be easy given the circumstances while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to be the same time to the same time is the same time to be the same time to ,I am sorry to be sure that is a good way to be able to make it.,True,False,128,63,False
311,disagreement,A friend believes the plan will be easy for the whole week. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the first time of the first time to be the same time of the word of the word is the same ,I am sorry to be happy to meet you.,True,False,128,35,False
312,disagreement,Challenge the assumption that the plan will be easy before checking the details while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to the next day to the next day. The first time is the first step of the first time,I am sorry to be happy to be sure that is a good thing is going to be able to make it.,True,False,134,86,False
313,disagreement,A friend believes the restaurant is the best choice for everyone. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the first time of the first time to be the same time of the word is the same time to be ,I am glad you are going to meet it.,True,False,127,35,False
314,disagreement,Challenge the assumption that the restaurant is the best choice without more information while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to the other hand of the two two or two or two or two or two or two or ,I am sorry to be sure that is a good way to meet it.,True,False,122,52,False
315,disagreement,A friend believes the restaurant is the best choice at this point. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first step of the first time to be the same time to the same time is the same time that the word is the same ,I am sorry to meet you.,True,False,131,23,False
316,disagreement,Challenge the assumption that the restaurant is the best choice given the circumstances while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first step is the first step of the first time to the other two of the two two or two or two or two or two or two or ,I am sorry to be sure that is a good way to meet it.,True,False,121,52,False
317,disagreement,A friend believes the restaurant is the best choice for the whole week. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time of the first time to be the same time to the other two or two or three or three or three or three ,I am glad you have been able to do it.,True,False,131,38,False
318,disagreement,Challenge the assumption that the restaurant is the best choice before checking the details while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first time is the first time of the first time to be the same time to the same time to the same time is the same time to the ,I am glad you are going to see what is it easier.,True,False,129,49,False
319,disagreement,A friend believes waiting is the only answer for everyone. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the same time to be the same as the first time of the first time of the first time. The first,I am sorry to meet you.,True,False,132,23,False
320,disagreement,Challenge the assumption that waiting is the only answer without more information while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first time is the first step of the first time to be the first time to be the first time to be the first time of the first time.,I am sorry to meet you.,True,False,132,23,False
321,disagreement,A friend believes waiting is the only answer at this point. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the first time of the first time to be the first time of the first time of the year. The first,I am glad you are going to be able to see you.,True,False,133,46,False
322,disagreement,Challenge the assumption that waiting is the only answer given the circumstances while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first time is the first step of the first time to be the first time of the first time to be the first time to be the first time ,I am sorry to meet you.,True,False,132,23,False
323,disagreement,A friend believes waiting is the only answer for the whole week. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first step of the first time to be the first time of the first time to be the first time of the first time of ,I am sorry to meet you.,True,False,132,23,False
324,disagreement,Challenge the assumption that waiting is the only answer before checking the details while staying courteous.,I would keep the tone respectful and invite more discussion rather than trying to win.,The first time is the first step of the first time to be the first time to be the first time to be the first time to be the first ,I am glad that I have been able to be able to make it easier.,True,False,130,61,False
325,disagreement,A friend believes the weather will stay clear for everyone. Respond thoughtfully without being dismissive.,"I would acknowledge the point, then give a clear reason for seeing things differently.",The first time is the first time to be the same time to be the same time to the same time and the same time is the same time to ,I am sorry to be happy to meet you.,True,False,128,35,False
326,acknowledgement,You receive an update saying the meeting moved this morning. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to get a good time to get a few minutes or more than you have to get a few minutes or if you ,I am sorry to meet you.,True,False,124,23,False
327,acknowledgement,Respond to the information that the meeting moved a few minutes ago.,"I would respond simply, then ask a question only if something remains unclear.",€I have been able to be able to be able to be able to be able to be able to be able to be able to be able to ,I am glad you have been able to see you.,True,False,109,40,True
328,acknowledgement,You receive an update saying the meeting moved for next week. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to be able to get a good amount of your child or the child is a good way to get a good child.,I am glad you have been able to make it easier.,True,False,124,47,False
329,acknowledgement,Respond to the information that the meeting moved after the update.,"I would respond simply, then ask a question only if something remains unclear.",The first time is the first time to be the first time to be the first time to be the first time of the first time to be the same ,I am glad you have been able to see you.,True,False,129,40,True
330,acknowledgement,You receive an update saying the meeting moved before lunch. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to be able to be able to get a good way to get a good way to get a good way to the ,I am glad you are going to see you.,True,False,114,35,True
331,acknowledgement,Respond to the information that the meeting moved on the shared calendar.,"I would respond simply, then ask a question only if something remains unclear.",The first time is the first time to be the first to be the first time to be the first time of the first time to be the first time ,I am glad that is a good thing to make it easier.,True,False,130,49,False
332,acknowledgement,You receive an update saying the message arrived this morning. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time to be the first time to be the first time to be the same time to the same ,I am sorry to meet you.,True,False,128,23,False
333,acknowledgement,Respond to the information that the message arrived a few minutes ago.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first time to be the first time of the first time to be the first time of the first time to be the first time ,I am glad you have been able to see you.,True,False,133,40,True
334,acknowledgement,You receive an update saying the message arrived for next week. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am glad you have been able to make it easier.,True,False,127,47,False
335,acknowledgement,Respond to the information that the message arrived after the update.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first time of the first time to be the first time of the first time in the early 1990s. The first time the first ,I am glad you have been able to see you.,True,False,136,40,True
336,acknowledgement,You receive an update saying the message arrived before lunch. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see you.,True,False,114,35,True
337,acknowledgement,Respond to the information that the message arrived on the shared calendar.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first time of the first time to be the first time to be the first time of the first time of the first time. The,I am sorry to meet you to see you.,True,False,134,34,True
338,acknowledgement,You receive an update saying the instructions changed this morning. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you.,True,False,114,23,False
339,acknowledgement,Respond to the information that the instructions changed a few minutes ago.,"I would respond simply, then ask a question only if something remains unclear.",The first time is the first time to be the first time of the first time to be the first time to be the same time to the same time ,I am glad you have been able to see you.,True,False,130,40,True
340,acknowledgement,You receive an update saying the instructions changed for next week. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am glad you have been able to make it easier.,True,False,127,47,False
341,acknowledgement,Respond to the information that the instructions changed after the update.,"I would respond simply, then ask a question only if something remains unclear.",The following of the students are the first to be able to be able to be able to be able to be able to be able to be able to ,I am glad you have been able to see you.,True,False,124,40,True
342,acknowledgement,You receive an update saying the instructions changed before lunch. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am glad you are going to see you.,True,False,114,35,True
343,acknowledgement,Respond to the information that the instructions changed on the shared calendar.,"I would respond simply, then ask a question only if something remains unclear.",The following example of the students are the first to be able to be able to be able to be able to be able to be able to be able ,I am sorry to meet you to see you.,True,False,129,34,True
344,acknowledgement,You receive an update saying the package was delivered this morning. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time to be the first time to be the first time of the first time. The first time is,I am sorry to meet you.,True,False,132,23,False
345,acknowledgement,Respond to the information that the package was delivered a few minutes ago.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first to be the first time of the first time to be the first time of the first time to be the first time to ,I am sorry to meet you to see you.,True,False,131,34,True
346,acknowledgement,You receive an update saying the package was delivered for next week. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be a good way to be a good way to the right to the right to the right to the other hand.,I am glad you have been able to see you.,True,False,124,40,True
347,acknowledgement,Respond to the information that the package was delivered after the update.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first time to be the first time to be the first time of the first time to be the first time of the first time ,I am sorry to meet you.,True,False,133,23,False
348,acknowledgement,You receive an update saying the package was delivered before lunch. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am glad you have been able to see you.,True,False,127,40,True
349,acknowledgement,Respond to the information that the package was delivered on the shared calendar.,"I would respond simply, then ask a question only if something remains unclear.",The first time was the first time of the first time to be the first time of the first time to be the first time of the first time to ,I am glad that is a good way to meet it.,True,False,133,40,False
350,acknowledgement,You receive an update saying the appointment was confirmed this morning. Acknowledge it briefly.,I would thank them for the update and make clear that I understand it.,The first time is the first time to be the first time of the first time in the early 1990s. The first time the first time is the first ,I am glad I am glad I have been able to see it.,True,True,135,47,True
351,farewell,You need to leave while speaking with a friend after lunch for now. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to be able to get a good time to get a few minutes of the time. You can also be able to get,I am glad you are going to see you.,True,False,122,35,True
352,farewell,End your visit with a friend after lunch until tomorrow on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to be able to be able to get a good way to get a good way to get a good way to the ,I am glad you are going to see you.,True,False,114,35,True
353,farewell,You need to leave while speaking with a friend after lunch before the weekend. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time is the first time to be a good way to be a good way to the right to the right to the right to the other hand.,I am glad you are going to see you.,True,False,124,35,True
354,farewell,End your visit with a friend after lunch after a pleasant visit on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time is a good thing to get a good way to the right to the right to the right to the right to the right and the right ,I am glad you have been happy to see you.,True,False,128,41,True
355,farewell,You need to leave while speaking with a friend after lunch when the conversation ends. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",€I have to be sure that you are not a good way to do with your child€s life.€,I am glad that is a good way to meet you.,False,False,77,41,False
356,farewell,End your visit with a friend after lunch before the next meeting on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to get a good time to get a good way to get a good way to get a good way to the right ,I am sorry to meet you.,True,False,117,23,False
357,farewell,You need to leave while speaking with a coworker at the end of the day for now. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am glad to meet you.,True,False,127,22,False
358,farewell,End your visit with a coworker at the end of the day until tomorrow on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time is the first time to be the first time to be the first time to the same time to the next day. The next time is the,I am glad you are going to see you.,True,False,129,35,True
359,farewell,You need to leave while speaking with a coworker at the end of the day before the weekend. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to be able to get the same time to the same time to the next day. You can be sure that you can,I am glad you are going to see you.,True,False,125,35,True
360,farewell,End your visit with a coworker at the end of the day after a pleasant visit on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you will be able to get a good way to get a good way to get a good way to the right to the right to the ,I am glad you are going to see you.,True,False,119,35,True
361,farewell,You need to leave while speaking with a coworker at the end of the day when the conversation ends. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to be able to get a few minutes or more than you have to get a few minutes or two hours of the ,I am sorry to meet you.,True,False,126,23,False
362,farewell,End your visit with a coworker at the end of the day before the next meeting on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time is the first time to be the first time to be the first time of the Moon and the Moon is the first time to be the ,I am sorry to meet you.,True,False,128,23,False
363,farewell,You need to leave while speaking with a guest leaving for now. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to be able to be able to be able to be able to be able to be able to be able to be ,I am sorry to meet you.,True,False,114,23,False
364,farewell,End your visit with a guest leaving until tomorrow on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first step is a good step to the right to the right and the right to the other hand and the other hand. The next time is the first,I am glad you are going to see you.,True,False,134,35,True
365,farewell,You need to leave while speaking with a guest leaving before the weekend. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time is the first time to be the first time to be the first time to be the first time to be the first time to be the ,I am sorry to meet you.,True,False,127,23,False
366,farewell,End your visit with a guest leaving after a pleasant visit on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to get a good way to get a good way to get a good way to get a good way to get a ,I am glad you have been able to see you.,True,False,112,40,True
367,farewell,You need to leave while speaking with a guest leaving when the conversation ends. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time is the first to be a good step of the first time to the right to the other and the right to the other hand of the ,I am glad you are going to be able to see you.,True,False,129,46,True
368,farewell,End your visit with a guest leaving before the next meeting on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to be able to be able to get a good way to get a good way to get a good way to the ,I am glad you are going to see you.,True,False,114,35,True
369,farewell,You need to leave while speaking with a neighbor heading home for now. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to get a good way to get a good way to get a good time to get a good time to get a ,I am glad you are going to see it.,True,False,114,34,False
370,farewell,End your visit with a neighbor heading home until tomorrow on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to get a good step to get a good or a good or a good way to get a good way to the ,I am glad you are going to see you.,True,False,113,35,True
371,farewell,You need to leave while speaking with a neighbor heading home before the weekend. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time you can be able to be able to get a good way to get a good chance to get a good way to get a good way ,I am glad you are going to see you.,True,False,117,35,True
372,farewell,End your visit with a neighbor heading home after a pleasant visit on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time is a good thing to get a good way to the right to the right to the right to the right to the right and the right ,I am glad you have been happy to see you.,True,False,128,41,True
373,farewell,You need to leave while speaking with a neighbor heading home when the conversation ends. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",the next day is a good way to get a good and then you can be able to get a good way to get a good way to get a ,I am glad that is a good way to meet you.,True,False,111,41,False
374,farewell,End your visit with a neighbor heading home before the next meeting on a warm note.,I would say goodbye and let them know I enjoyed the conversation.,The first time you can be able to get a good time to get a good way to get a good way to get a good way to the right ,I am sorry to see you.,True,False,117,22,True
375,farewell,You need to leave while speaking with a classmate after a discussion for now. Say goodbye.,"I would offer a kind farewell, wish them a good rest of the day, and leave clearly.",The first time is a good way to be able to be able to be a good or more effective or more effective than the person is not a good ,I am glad you have been happy to see you.,True,False,130,41,True
376,good_morning,It is morning and you meet a friend at sunrise. What do you say?,I would offer a pleasant morning greeting and hope the day treats them well.,If you have a lot of your child or you have to be a good child or a child or a child or a child or a child or a ,I am sorry to meet you.,True,False,112,23,False
377,good_morning,Begin a friendly morning exchange with a friend on a busy weekday.,I would say good morning with a warm tone and leave room for a reply.,The first time is a good deal to be a good deal to be a good way to be a good way to the right to the right to the ,I am glad you have been happy to see you.,True,False,115,41,False
